natiji,ਨਤੀਜੀ
girjesh,ਗਿਰਜਾਸ਼
davauna,ਦਵਾਉਣਾ
benstro,ਬੇਨਸਟਰੋ
opportunities,ਅਪਰਚੁਨਟੀਜ਼
ullta,ਉੱਲਟਾ
oska,ਓਸਕਾ
umni,ਉਮਨੀ
micronagise,ਮਾਈਕ੍ਰੋਨੇਜਾਈਜ਼
panivo,ਪਨੀਵੋ
yawatmal,ਯਾਵਤਮਾਲ
numaende,ਨੁਮਾਇੰਦੇ
pratyantar,ਪ੍ਰਤਯੰਤਰ
kileri,ਕਿਲੇਰੀ
perha,ਪੇੜਾ
jamalek,ਜਮਾਲੇਕ
mithleen,ਮਿਥਲੀਨ
buteshwar,ਬੁਟੇਸ਼ਵਰ
nieva,ਨਿਏਵਾ
gurlab,ਗੁਰਲਬ
beximco,ਬੈਕਸੀਮਕੋ
sporogan,ਸਪੋਰੋਗਨ
maintenance,ਮੇਂਟੇਨੈਂਸ
patibrata,ਪਤਿਬ੍ਰਤਾ
coropsis,ਕੋਰੋਪਸਿਸ
francedence,ਫ੍ਰਾਂਸਡੇਂਸ
khubhaiaa,ਖੁਭਾਇਆ
badaluram,ਬਦਲੂਰਾਮ
bapuri,ਬਪੁਰੀ
juliao,ਜੂਲੀਆਓ
bhajwa,ਭਜਵਾ
beimania,ਬੇਈਮਾਨੀਆ
fedson,ਫੈੱਡਸਨ
ghaggiaan,ਘੱਗੀਆਂ
fariz,ਫਰਿਜ਼
avarak,ਅਵਾਰਕ
namsar,ਨਮਸਰ
thehaan,ਥੇਹਾਂ
carnot,ਕਾਰਨੌਟ
rulhan,ਰੁਲ੍ਹਣ
amarkeen,ਅਮਰਕੀਨ
paralympic,ਪਾਰਾਲੰਪਿਕ
maroan,ਮਾਰੋਆਨ
khedadan,ਖੇਡਦਾਂ
pardhana,ਪ੍ਰਧਾਨਾ
utardai,ਉਤਰਦੈ
uddake,ਉੱਡਾਕੇ
dilkap,ਦਿਲਕਪ
congresss,ਕਾਂਗਰਸ
thermadynamics,ਥਰਮਾਡਾਇਨਾਮਿਕਸ
shades,ਸ਼ੇਡਸ
galilei,ਗੈਲੀਲੀਓ
lenoch,ਲੇਨੋਕ
sultanpal,ਸੁਲਤਾਨਪਾਲ
portersh,ਪੋਰਟਰਸ਼
banglampu,ਬੇਂਗਲੰਪੂ
punjran,ਪੁੰਜਰਾਂ
targeted,ਟਾਰਗੇਟਿਡ
akeedian,ਅਕੀਦਿਆਂ
kasparov,ਕਾਸਪਰੋਵ
nikas,ਨਿਕਾਸ
jhapatniaan,ਝਪਟਣੀਆਂ
unbranded,ਅਨਬ੍ਰਾਂਡਿਡ
jmb,ਜੇਐੱਮਬੀ
komner,ਕੋਮਨਰ
mehlakaljkale,ਮਹਿਲਾਕਾਲਜਕਾਲੇ
euphoria,ਯੂਫੋਰਿਆ
chitratmak,ਚਿਤਰਾਤਮਕ
dyneway,ਡਾਈਨਵੇਅ
chamoro,ਚਮੋਰੋ
andel,ਐਂਡਲ
sober,ਸੋਬਰ
vishakha,ਵਿਸ਼ਾਖ਼ਾ
fantic,ਫੈਨਟਿਕ
glasgo,ਗਲਾਸਗੋ
khalsai,ਖ਼ਾਲਸਾਈ
martier,ਮਾਰਟਿਅਰ
porscia,ਪੋਰਸ਼ੀਆ
dandnaik,ਦੰਡਨਾਇਕ
nigeum,ਨਾਈਜੀਅਮ
aizaz,ਏਜ਼ਾਜ਼
pravavitan,ਪ੍ਰਵਾਵਿਤਾਂ
storytellers,ਸਟੋਰੀਟੈਲਰਸ
sarwawiaapi,ਸਰਵਵਿਆਪੀ
chheka,ਚੀਕਾ
southan,ਸਾਉਥਨ
matters,ਮੈਟਰਜ਼
narasha,ਨਰਾਸ਼ਾ
appropriate,ਐਪਰੋਪ੍ਰੀਏਟ
bereja,ਬੇਰੇਜਾ
alminate,ਅਲਮੀਨੇਟ
sarzah,ਸ਼ਾਰਜਾਹ
vandela,ਵੰਡੇਲਾ
cappellain,ਕੈਪੇਲੇਨ
dimasumiat,ਦੀਮਾਸੂਮੀਅਤ
shaddo,ਛੱਡੋ
gumyog,ਗੁੰਮਯੋਗ
nazara,ਨਾਜ਼ਾਰਾ
qaedat,ਕਿਆਦਤ
sijna,ਸਿਜਨਾ
hcv,ਐਚਸੀਵੀ
ebook,ਈਬੁਕ
mycenae,ਮਾਈਸੇਨੇ
archaic,ਆਰਕਾਈਕ
begemann,ਬੇਗੇਮਾਨ
blamed,ਬਲੈਮਡ
oshaf,ਓਸ਼ਾਫ
exudate,ਐਕਸੂਡੇਟ
fikes,ਫਾਈਕਸ
lenst,ਲੈਂਸਟ
choule,ਛੋਲੇ
gratuati,ਗ੍ਰੈਚੁਏਟੀ
sraparasti,ਸ੍ਰਪਰਸਤੀ
broadbrand,ਬ੍ਰਾਡਬ੍ਰੈਂਡ
ziaade,ਜ਼ਿਆਦੇ
debist,ਡੈਬਿਸਟ
navinikaran,ਨਵੀਨੀਕਰਣ
mahindanand,ਮਹਿੰਦਾਨੰਦ
stunky,ਸਟੰਕੀ
narsultan,ਨਰਸੂਲਤਾਨ
tivike,ਟੀਵੀਕੇ
dhaut,ਧੌਤ
tamardari,ਤਮਾਰਦਾਰੀ
sosadia,ਸੋਸਦੀਆ
salvadori,ਸਾਲਵਾਡੋਰੀ
dalwag,ਦਲਵਾਗ
nibhaunde,ਨਿਭਾਉਂਦੇ
aadhriti,ਆਧ੍ਰਿਤੀ
carnevern,ਕਾਰਨੇਵਰਨ
haats,ਹਾੱਟਸ
wireling,ਵਾਇਰਲਿੰਗ
sucharoo,ਸੁਚਾਰੂ
tuggalwala,ਤੁੱਗਲਵਾਲਾ
candiblan,ਕੈਂਡੀਬਲਾਂ
investor,ਇਨਵੇਸਟਰ
laagiun,ਲਾਗਿਉਂ
landslide,ਲੈਂਡਸਲਾਈਡ
mudali,ਮੁਢਲੀ
baotin,ਬਾਓਟਿਨ
gauba,ਗਾਉਬਾ
narendranath,ਨਰਿੰਦਰਨਾਥ
tetarwal,ਤੇਤਰਵਾਲ
cereridium,ਸੇਰੀਰੀਡੀਅਮ
bichhade,ਬਿਛੜੇ
parchauna,ਪਰਚਾਉਣਾ
kharaira,ਖਰੈਰਾ
kinnaird,ਕਿੰਨਰਡ
kesavdev,ਕੇਸਵਦੇਵ
mannega,ਮੰਨੇਗਾ
adko,ਅਡਕੋ
dujumhur,ਦੁਜੁਮਹੁਰ
balnos,ਬਲਨੋਸ
jandori,ਜੰਡੋਰੀ
nasifa,ਨਸੀਫਾ
glavo,ਗਲਾਵੋ
hypersonic,ਹਾਈਪਰਸੋਨਿਕ
lejayunde,ਲਿਜਾਉਂਦੇ
faidiyan,ਫ਼ਾਇਦਿਆਂ
skyzopharia,ਸਕਾਈਜ਼ੋਫੇਰੀਆ
nimpon,ਨਿੰਪੋਨ
diagment,ਡਾਈਗਮੈਂਟ
guangzhao,ਗੁਆਂਗਝਾਓ
niyambadh,ਨਿਯਮਬੱਧ
jamaan,ਜਮਾਂ
accoutent,ਅਕਾਊਟੈਂਟ
brigen,ਬ੍ਰਿਗੇਨ
kugh,ਕੁਝ
kazkhez,ਕਜ਼ਖੇਜ਼
pratkal,ਪ੍ਰਾਤਕਾਲ
ubuchin,ਉਬੂਚਿਨ
swaranpreet,ਸਵਰਨਪ੍ਰੀਤ
bilkut,ਬਿਲਕੁਟ
zamesov,ਜ਼ਮੇਸੋਵ
delis,ਡੇਲਿਸ
abnosi,ਅਬਨੌਸੀ
faadar,ਫਾਦਰ
jagaoo,ਜਗਾਊ
coverings,ਕਵਰਿੰਗਸ
shokhtak,ਸ਼ੋਖਤਕ
trolen,ਟਰੋਲਨ
encorporate,ਇਨਕਾਰਪੋਰੇਟ
pulavan,ਪੁਲਾਵਾਂ
boaster,ਬੋਸਟਰ
kalohia,ਕਾਲੋਹੀਆ
gohel,ਗੋਹੇਲ
sajauniaan,ਸਜਾਉਣੀਆਂ
infide,ਇਨਫਾਈਡ
dukhda,ਦੁੱਖਦਾ
tauri,ਤੌੜੀ
fluorescence,ਫਲੂਰੋਸੈਂਸ
filmernick,ਫਿਲਮਰਨਿਕ
lincosomides,ਲਿਨਕੋਸੋਮਾਇਡਸ
hapiki,ਹਾਪੀਕੀ
prosera,ਪਰੋਸੇਰਾ
ammiye,ਅੰਮੀਏ
rockitt,ਰੌਕਿਟ
tharn,ਥਾਰਨ
pgdmc,ਪੀਜੀਡੀਐਮਸੀ
gururam,ਗੁਰੂਰਾਮ
stylistical,ਸਟਾਈਲਿਸਟਿਕਲ
annher,ਅੰਨ੍ਹੇਰ
viaapati,ਵਿਆਪਤੀ
nadhodi,ਨਾਢੋੜੀ
khedangi,ਖੇਡਾਂਗੀ
ghuttiaan,ਘੁੱਟਿਆਂ
croesus,ਕ੍ਰੀਸਸ
dhakle,ਢੱਕਲੇ
administratoran,ਐਡਮਿਨਸਟ੍ਰੇਟਰਾਂ
sirad,ਸਿਰੜ
chiraku,ਚਿਰਾਕੂ
arthchare,ਅਰਥਚਾਰੇ
tikohi,ਤਿਕੋਹੀ
bhavnatmatak,ਭਾਵਨਾਤਮਤਕ
ferozepurkalan,ਫਿਰੋਜਪੁਰਕਲਾਂ
mahukele,ਮਹੁਕੇਲੇ
newstrack,ਨਿਊਸਟਰੈਕ
fumby,ਫੰਬੀ
sirai,ਸਿਰਾਈ
vakiaa,ਵਾਕਿਆ
munava,ਮੁਨਾਵਾ
sugandhian,ਸੁਗੰਧੀਆਂ
arbitration,ਆਰਬੀਟ੍ਰੇਸ਼ਨ
jibuti,ਜਿਬੂਤੀ
besni,ਬੇਸਨੀ
rajafatih,ਰਾਜਫਤਿਹ
reconstructive,ਰਿਕੰਸਟ੍ਰਕਟਿਵ
denville,ਡੇਨਵਿਲ
nandpuri,ਨੰਦਪੁਰੀ
gyok,ਗਿਓਕ
hitlist,ਹਿੱਟਲਿਸਟ
seminalan,ਸੈਮੀਨਲਾਂ
blackham,ਬਲੈਕਹੈਮ
jalauni,ਜਲਾਉਣੀ
ccis,ਸੀਸੀਆਈਐਸ
millers,ਮਿੱਲਰਜ਼
jarooriaan,ਜਰੂਰੀਆਂ
slosaikaling,ਸਲੋਸਾਇਕਲਿੰਗ
bandargahi,ਬੰਦਰਗਾਹੀ
stomatis,ਸਟੋਮਾਟਿਸ
welfares,ਵੈਲਫ਼ੇਅਰਜ਼
westlake,ਵੈਸਟਲੇਕ
samurkar,ਸਮੁਰਕਰ
bhugtanchandigarh,ਭੁਗਤਾਨਚੰਡੀਗੜ੍ਹ
coird,ਕੋਇਰਡ
tiktalik,ਟਿਕਟਾਲਿਕ
nimmha,ਨਿੰਮ੍ਹਾ
jeisus,ਜੀਸਸ
greto,ਗ੍ਰੇਟੋ
kalpani,ਕਾਲਪਾਣੀ
qavar,ਕਵਰ
jamaekani,ਜਮੈਕਨੀ
okeefe,ਓਕੀਫੇ
sukhdevi,ਸੁੱਖਦੇਵੀ
goebbels,ਗੋਏਬੇਲਸ
bewakoofa,ਬੇਵਕੂਫਾ
aabjekt,ਆਬਜੈਕਟ
likhvave,ਲਿਖਵਾਵੇ
pudhiaan,ਪੁੜ੍ਹੀਆਂ
freedivran,ਫ੍ਰੀਡੀਵਰਾਂ
varhaungiaan,ਵਰ੍ਹਾਉਣਗੀਆਂ
instergramma,ਇੰਸਟਰਗ੍ਰਾਮਾ
banktates,ਬੈਂਕਟੇਟਸ
farwaha,ਫਰਵਾਹਾ
guga,ਗੁੱਗਾ
harvindar,ਹਰਵਿੰਦਰ
flaag,ਫਲਾਗ
hadimba,ਹਦੀਿਮਬਾ
karonan,ਕਰੋਨਾਂ
cicity,ਸਿਸਿਟੀ
shareeat,ਸ਼ਰੀਅਤ
virodhvikaas,ਵਿਰੋਧਵਿਕਾਸ
baharmukhi,ਬਾਹਰਮੁਖੀ
gursab,ਗੁਰਸਾਬ
gramifone,ਗਰਾਮੀਫੋਨ
asadbek,ਅਸਾਦਬੇਕ
chhotopur,ਛੋਟੋਪੁਰ
commerzbank,ਕਮਰਜ਼ਬੈਂਕ
kulwani,ਕੁਲਵਾਨੀ
kinghai,ਕਿੰਘਈ
branchide,ਬ੍ਰਾਂਚਾਈਡ
quarterfine,ਕੁਆਰਟਰਫਾਈਨ
solful,ਸੋਲਫੁਲ
vicescopitions,ਵਾਈਸਸਕੋਪਿਸ਼ਨਜ਼
karvaiaagiaa,ਕਰਵਾਇਆਗਿਆ
panahgiri,ਪਨਾਹਗਿਰੀ
faujdaran,ਫੌਜਦਾਰਾਂ
implantation,ਇਮਪਲਾਂਟੇਸ਼ਨ
substandered,ਸਬਸਟੈਂਡਰਡ
chadje,ਚੜਜੇ
tevtiye,ਤੇਵਤੀਏ
grahinta,ਗ੍ਰਹਿਣਤਾ
vitran,ਵਿਤਰਨ
deady,ਡੈਡੀ
siddhan,ਸਿੱਧਾਂ
badheri,ਬਡਹੇੜੀ
shamandan,ਸ਼ਮਾਂਦਾਨ
salaam,ਸਲਾਮ
dhagtana,ਧਗਤਾਣਾ
montessori,ਮੌਂਨਟੈਸਰੀ
nabe,ਨਬੇ
bamaniwala,ਬਾਮਣੀਵਾਲਾ
pitampura,ਪਿਤਮਪੁਰਾ
samalheri,ਸਮਲਹੇੜੀ
galbat,ਗੱਲਬਾਤ
centraleth,ਸੈਂਟਰਲੇਥ
exponetation,ਐਕਸਪੋਨਿਟੇਸ਼ਨ
speedman,ਸਪੀਡਮੈਨ
tumgaon,ਤੁਮਗਾਓਂ
dekhiaa,ਦੇਖਿਆ
fakoza,ਫਾਕੋਜ਼ਾ
hairpros,ਹੇਅਰਪ੍ਰੋਸ
moharpal,ਮੋਹਰਪਾਲ
raktanuaan,ਰਕਤਾਣੂਆਂ
produest,ਪ੍ਰੋਡਿਊਸਟ
mulowal,ਮੂਲੋਵਾਲ
prayam,ਪ੍ਰਯਾਮ
screenshot,ਸਕਰੀਨਸ਼ਾਟ
sabarimala,ਸਬਰੀਮਲਾ
kitchenman,ਕਿਚਨਮੈਨ
chiklap,ਚਿਕਲਪ
sajaayee,ਸਜਾਏ
daleke,ਦਾਲੇਕੇ
updarvi,ਉਪਦਰਵੀ
bharatab,ਭਾਰਤਬ
uddake,ਉੱਡਕੇ
ludicia,ਲੁਡੀਸੀਆ
incentives,ਇਨਸੈਂਟਿਵਸ
waldos,ਵਾਲਡੋਸ
dendrite,ਡੈਂਡਰਾਈਟ
molimajra,ਮੌਲੀਮਾਜਰਾ
kaamen,ਕਾਮੇਂ
pajamen,ਪਜਾਮੇਂ
suravjit,ਸੁਰਵਜੀਤ
sexpot,ਸੈਕਸਪੌਟ
nikammiaan,ਨਿਕੰਮੀਆਂ
hankarie,ਹੰਕਾਰੀਏ
tapdiaan,ਤਪਦਿਆਂ
ipft,ਆਈਪੀਐਫਟੀ
jaatin,ਜਾਤੀਂ
deii,ਦੇਈ
kalegi,ਕਲੇਗੀ
klasiktavan,ਕਲਾਸਿਕਤਾਵਾਂ
bokeli,ਬੋਕੇਲੀ
malkiaan,ਮਲਕੀਆਂ
sandrine,ਸੈਂਡਰੀਨ
charulata,ਚਾਰੂਲਤਾ
malrega,ਮਲਰੇਗਾ
kisseya,ਕਿੱਸਿਆ
mgb,ਐੱਮਜੀਬੀ
injanaring,ਇੰਜਨਰਿੰਗ
borarguhal,ਬੋਰਾਗਰੁਹਲੂ
daredevels,ਡੇਅਰਡੇਵਲਸ
sudharke,ਸੁਧਾਰਕੇ
nanenia,ਨਾਨੇਨੀਆ
nirmatan,ਨਿਰਮਾਤਾਂ
hagling,ਹੈਗਲਿੰਗ
giripol,ਗਿਰਿਪੋਲ
bigg,ਬਿੱਗ
habibuddin,ਹਬੀਬੁੱਦੀਨ
pamaar,ਪਮਾਰ
entractor,ਐਂਟਰੈਕਟਰ
genthone,ਜੈਨਥੋਨ
kajorla,ਕਾਜੋਰਲਾ
lakkhanan,ਲੱਖਣਾਂ
ayojna,ਆਯੋਜਨਾ
umangi,ਉਮੰਗੀ
harbir,ਹਰਬੀਰ
isbn,ਆਈਐਸਬੀਐਨ
opex,ਓਪੈਕਸ
kuslia,ਕੁਸਲਿਆ
torat,ਤੋਰਾਤ
sibbiaan,ਸਿੱਬੀਆਂ
duhail,ਦੁਹੈਲ
musannaf,ਮੁਸੰਨਫ਼
pmgkay,ਪੀਐਮਜੀਕੇਏ
basinde,ਬਾਸਿੰਦੇ
prabhcharan,ਪ੍ਰਭਚਰਨ
countroat,ਕਾਊਂਟਰੋਟ
pharmatic,ਫਾਰਮੈਟਿਕ
sangitta,ਸੰਗੀਤਤਾ
sirik,ਸਿਰਿਕ
caramilisation,ਕਾਰਾਮਿਲਾਈਜੇਸ਼ਨ
behtrin,ਬਹਿਤਰੀਨ
barendra,ਬਰਿੰਦਰ
gurvinderjit,ਗੁਰਵਿੰਦਰਜੀਤ
andrakoriaai,ਅੰਦਰਕੋਰੀਆਈ
chokbal,ਚੋਕਬਾਲ
mamee,ਮਾਮੀ
maetriks,ਮੈਟਰਿਕਸ
gurnagari,ਗੁਰਨਗਰੀ
swaekam,ਸਵੈਕਮ
polyologistis,ਪਾਲੀਓਲੋਜਿਸਟਿਸ
frave,ਫਰੇਵ
sabarwal,ਸੱਭਰਵਾਲ
ghatawangi,ਘਟਾਵਾਂਗੀ
huqq,ਹੁੱਕ
intramuscular,ਇੰਟਰਾਮਸਕੂਲਰ
mcgivney,ਮੈਕਗਿਵਨੀ
revised,ਰੀਵਾਇਜ਼ਡ
haivaniatdiyan,ਹੈਵਾਨੀਅਤਦੀਆਂ
budhopunder,ਬੁੱਧੋਪੁੰਦਰ
photographs,ਫ਼ੋਟੋਗ੍ਰਾਫ਼ਸ
copn,ਕੋਪਾਨ
vikalpakartoonkandh,ਵਿਕਲਪਕਾਰਟੂਨਕੰਧ
csti,ਸੀਐਸਟੀਆਈ
galema,ਗਲੇਮਾ
afni,ਅਫਨੀ
pranavayu,ਪ੍ਰਾਣਵਾਯੂ
dhunibimb,ਧੁਨੀਬਿੰਬ
thaggi,ਠੱਗੀ
sukhinderpal,ਸੁਖਿੰਦਰਪਾਲ
battelli,ਬੈਟੇਲੀ
cycological,ਸਾਇਕੋਲੌਜੀਕਲ
bhupindra,ਭੁਪਿੰਦਰ
patharia,ਪਠਾਰਿਆ
bhavip,ਭਾਵਿਪ
tabere,ਤਬੇਰੇ
bandesa,ਬੰਦੇਸਾ
malin,ਮਾਲਿਨ
tonkangrasi,ਤੋਂਕਾਂਗਰਸੀ
pakaida,ਪਕਾਇਦਾ
harshvardhan,ਹਰਸ਼ਵਰਧਨ
atitwali,ਅਤੀਤਵਾਲੀ
voreri,ਵੋਰੇਰੀ
pricewaterhouse,ਪ੍ਰਾਇਸਵਾਟਰਹਾਊਸ
chailesa,ਚੈਲੇਸਾ
vataan,ਵਟਾਂ
joadi,ਜੋਡੀ
aaradhna,ਆਰਾਧਨਾ
bilaskhani,ਬਿਲਾਸਖਾਨੀ
silas,ਸੀਲਾਸ
phoebe,ਫੋਬੇ
daudande,ਦੌੜਾਂਦੇ
mehmedoval,ਮਹਿਮਦੋਵਾਲ
mfi,ਐਮਐਫਆਈ
jiske,ਜਿਸਕੇ
colleran,ਕੋਲਰਨ
changiaad,ਚੰਗਿਆੜ
bharatmala,ਭਾਰਤਮਾਲਾ
chankna,ਚੰਕਣਾ
visometin,ਵਿਜ਼ੋਮੀਟਿਨ
vahalla,ਵਹੱਲਾ
purbot,ਪੂਰਬੋਤ
evidya,ਈਵਿਦਯਾ
felh,ਫੇਲ੍ਹ
goktad,ਗੋਕਟਾਡ
vishwashi,ਵਿਸ਼ਵਾਸ਼ੀ
peedmont,ਪੀਡਮੌਂਟ
paysa,ਪੇਅਸਾ
delarians,ਡੈਲਰੀਅਨਜ਼
bhulaike,ਭੁਲਾਇਕੇ
khudmutiaari,ਖੁਦਮੁਤਿਆਰੀ
iram,ਇਰਮ
emetic,ਐਮਐਟਿਕ
adhiaatamakparipekh,ਅਧਿਆਤਮਕਪਰਿਪੇਖ
jasdeepak,ਜਸਦੀਪਕ
bhutiwala,ਭੁਟੀਵਾਲਾ
cabchuz,ਕੈਬਚੂਜ਼
mamulian,ਮਾਮੂਲੀਆਂ
riang,ਰਿਆਂਗ
porle,ਪੋਰਲੇ
manjot,ਮਨਜੀਤ
achariaa,ਅਚਾਰਿਆ
luttu,ਲੁੱਟੂ
seamers,ਸੀਮਰਜ਼
vakalatname,ਵਕਾਲਤਨਾਮੇ
shamshir,ਸ਼ਮਸ਼ੀਰ
alpinestar,ਅਲਪੀਨੇਸਟਾਰ
mastura,ਮਸਤੂਰਾ
mulakati,ਮੁਲਾਕਤੀ
pbcr,ਪੀਬੀਸੀਆਰ
lipidemia,ਲਿਪਿਡੇਮੀਆ
bugfix,ਬੱਗਫਿਕਸ
segment,ਸੇਗਮੈਂਟ
jajmana,ਜਜਮਾਨਾਂ
dombivli,ਡੋਂਬੀਵਲੀ
ghuggiaan,ਘੁੱਗੀਆਂ
veskot,ਵੈਸਕੋਟ
hadwanen,ਹਦਵਾਨੇਂ
sarma,ਸਰਮਾ
danamanjhi,ਦਾਨਾਮਾਂਝੀ
kovalam,ਕੋਵਲਾਮ
saganas,ਸਾਗਾਨਾਸ
aathon,ਆਠੋਂ
raksisthan,ਰਾਕਸੀਸਥਾਨ
toppings,ਟੌਪਿੰਗਜ਼
yolanda,ਯੋਲੰਡਾ
pseb,ਪੀਐਸਈਬੀ
lispat,ਲਿਸਪਤ
azhur,ਅਜ਼ਹੂਰ
varhaunde,ਵਰ੍ਹਾਉਂਦੇ
wandenburg,ਵਾਂਡੇਨਬਰਗ
drke,ਡਰਕੇ
prabhasha,ਪ੍ਰਭਾਸ਼ਾ
jihda,ਜਿਹਦਾ
singhag,ਸਿੰਘਗ
bhattki,ਭੱਟਕੀ
pennshylania,ਪੈਨਸਿਲਵੇਨੀਆ
sangidar,ਸੰਗੀਦਾਰ
pogiaan,ਪੋਗੀਆਂ
guremal,ਗੁਰੇਮਲ
bossypents,ਬੌਸੀਪੈਂਟਸ
renjiment,ਰੇਂਜੀਮੈਂਟ
tijit,ਤੀਜਿਤ
calenta,ਕੈਲੰਟਾ
anuyaaiyaan,ਅਨੁਯਾਈਆਂ
ikdasi,ਇਕਦਾਸੀ
bicott,ਬਾਈਕੌਟ
jacquelitan,ਜੈਕਲਿਟਨ
kekrhe,ਕੇਕੜੇ
scarpening,ਸਕਾਰਪੀਨਿੰਗ
bhunke,ਭੁੰਨਕੇ
menora,ਮੇਨੋਰਾ
arps,ਆਰਪਸ
shaihri,ਸ਼ੈਹਰੀ
disadda,ਦਿਸੱਦਾ
cleflin,ਕਲੇਫਲਿਨ
kodagu,ਕੋਦਾਗੂ
dharmiksthanan,ਧਾਰਮਿਕਸਥਾਨਾਂ
sahajitpur,ਸਹਿਜੀਤਪੁਰ
buriram,ਬੁਰੀਰਾਮ
copperhead,ਕਾੱਪਰਹੈੱਡ
alexa,ਐਲੇਕਸ
marcel,ਮਾਰਸਲ
sloman,ਸਲੋਮਨ
sarprati,ਸਰਪ੍ਰਤੀ
electrolytes,ਇਲੈਕਟਰੋਲਾਈਟਜ਼
franchot,ਫ੍ਰੈਂਚੋਟ
linsto,ਲਿੰਸਟੋ
ulina,ਉਲੀਨਾ
slapgate,ਸਲੈਪਗੇਟ
warrangal,ਵਾਰਾਂਗਲ
commandmentan,ਕਮਾਂਡਮੈਂਟਾਂ
bhangarta,ਭੰਗਰਤਾ
milldi,ਮਿੱਲਦੀ
lahukiaa,ਲਹੁਕੀਆ
patisa,ਪਤੀਸਾ
kenot,ਕੇਨੋਟ
dippu,ਦਿੱਪੂ
koolcha,ਕੂਲਚਾ
blueberries,ਬਲੂਬੇਰੀਜ
marical,ਮੈਰੀਕਲ
urjua,ਉਰਜੂਆ
grooshovka,ਗਰੂਸ਼ੋਵਕਾ
chavlas,ਚਾਵਲਾਸ
kaurian,ਕੌਰੀਆਂ
trupp,ਟਰੁੱਪ
arthmoving,ਅਰਥਮੂਵਿੰਗ
proposium,ਪ੍ਰਪੋਜ਼ੀਅਮ
nadson,ਨਡਸਨ
girjapur,ਗਿਰਜਾਪੁਰ
brojiaan,ਬਰੋਜੀਆਂ
violent,ਵਾਇਲੰਟ
samudaik,ਸਮੁਦਾਇਕ
vakhon,ਵਖੋਂ
muho,ਮੁਹੋ
siddhesh,ਸਿੱਧੇਸ਼
sanmaanat,ਸਨਮਾਨਤ
manakwal,ਮਾਣਕਵਾਲ
accredited,ਐਕਰੀਡਾਈਟਿਡ
porol,ਪੋਰੋਲ
khanpura,ਖਾਨਪੁਰਾ
muddo,ਮੁੱਦੋ
siggler,ਸਿਗਲਰ
lindmear,ਲਿੰਡਮੀਅਰ
dogni,ਡੋਗਨੀ
bathaiaan,ਬਠਾਈਆਂ
bodhikta,ਬੋਧਿਕਤਾ
hergio,ਹਰਜੀਓ
leemaa,ਲੀਮਾ
noorir,ਨੂਰੀਰ
birjaman,ਬਿਰਜਾਮਾਨ
maet,ਮੇਟ
sukhalta,ਸੁਖਾਲਤਾ
hatricks,ਹੈਟ੍ਰਿਕਸ
padpoti,ਪੜਪੋਤੀ
janjiran,ਜੰਜੀਰਾਂ
kapesan,ਕਪੇਸਨ
chandigarhnvin,ਚੰਡੀਗੜ੍ਹਨਵੀਂ
erc,ਈਆਰਸੀ
methionine,ਮੈਥੀਓਨਾਈਨ
rajsabha,ਰਾਜਸੱਭਾ
saovosin,ਸਾਓਵੋਸਿਨ
jhullo,ਝੁੱਲੋ
parnali,ਪ੍ਰਨਾਲੀ
malzadian,ਮਾਲਜ਼ਾਦੀਆਂ
earland,ਇਰਲੈਂਡ
madida,ਮਦੀਦਾ
sabuleta,ਸਬੁਲੇਟਾ
hattery,ਹੈਟਰੀ
kohlee,ਕੋਹਲੀ
tosi,ਤੋਸੀ
kunn,ਕੁੰਨ
shailran,ਸ਼ੈਲਰਾਂ
nawada,ਨਵਾਦਾ
yisu,ਯਿਸੂ
florer,ਫਲੋਰਰ
kheswa,ਖੇਸਵਾ
kampana,ਕੰਪਨਾ
badset,ਬੈਡਸੇਟ
karvaiyan,ਕਾਰਵਾਈਆਂ
noiro,ਨੋਇਰੋ
present,ਪ੍ਰੈਜੇਂਟ
stuck,ਸਟਕ
punjabfoto,ਪੰਜਾਬਫੋਟੋ
sawender,ਸਵਿੰਦਰ
sinchewal,ਸਿੰਚੇਵਾਲ
shiori,ਸ਼ਿਉਰੀ
siracos,ਸਿਰਾਕੋਸ
radhesingh,ਰਾਧੇਸਿੰਘ
ayurwaed,ਆਯੁਰਵੈਦ
pancharipuri,ਪੰਚਾਰੀਪੁਰੀ
robaart,ਰਾਬਰਟ
gersiia,ਗਾਰਸੀਆ
unhiaan,ਉਨ੍ਹੀਆਂ
aow,ਏਓਡਬਲਯੂ
immunotherapy,ਇਮਯੂਨੋਥੈਰਪੀ
publiclist,ਪਬਲਿਕਲਿਸਟ
panitola,ਪਨੀਟੋਲਾ
silvercot,ਸਿਲਵਰਕਾਟ
narkewal,ਨਰਕੇਵਾਲ
ichhukk,ਇਛੁੱਕ
fractals,ਫ੍ਰੈਕਟਲਜ਼
niacin,ਨਿਆਸੀਨ
crine,ਕ੍ਰਾਈਨ
husanbir,ਹੁਸਨਬੀਰ
gaultier,ਗੌਲਟੀਅਰ
inblue,ਇਨਬਲੂ
manjusa,ਮੰਜੂਸਾ
anpachokari,ਅਣਪਛੋਕਰੀ
confectionan,ਕਨਫੈਕਸ਼ਨਾਂ
larotia,ਲਾਰੋਟਿਆ
insine,ਇਨਸਾਈਨ
microbes,ਮਾਈਕ੍ਰੋਬਜ਼
gohiaan,ਗੋਹਿਆਂ
kiribati,ਕਿਰੀਬਤੀ
