sharda,شاردا
talpar,ٹالپر
wasember,وسمبر
chanichi,چنیچی
surger,سرجر
zabirshamil,زبیرشامل
waleembham,ولیمبھم
kopeshah,کوپیشہ
mashvare,مشورے
suzralislam,سزرالاسلام
yaqeenakhdaki,یقیناخداکی
votarnarnarz,ووٹرنرنرز
shapkoki,شاپکوکی
giraftarjab,گرفتارجب
jasket,جاسکیٹ
kawashoka,کواشوکا
alsharaanee,الشعرانی
aldakhal,الدخل
jiwanjini,جیوانجینی
yousti,یوستی
seethnia,سیٹھنیا
mulhaqa,ملحقہ
eminal,ایمینل
harduaganj,ہردواگنج
wezaprafghanistan,ویزاپرافغانستان
keliye,کیلے
electrodenxics,الیکٹروڈینکسکس
nawahhi,نواہی
jagmarah,جگمارہ
nofambrawardsambar,نوفمبراوردسمبر
mahaharin,مہاہرین
creader,کریڈر
aakalfek,آکلفیک
redicto,ریڈیکٹو
agarshahri,اگرشہری
meloha,میلوہا
yamun,یمون
jokro,جوکرو
confernace,کانفرنیس
spoks,اسپوکس
stalt,اسٹالٹ
alangal,النگل
sajhati,سجھاتی
myanjio,میانجیو
strends,سٹرینڈز
rajkamah,راجکمہ
alpagat,الپاگت
aawazsamajh,آوازسمجھ
mahirshah,ماہرشاہ
sardokhashak,سردوخشک
bunie,بنی
parjhaladiya,پرجھلادیا
qoniah,قونیہ
renkoz,رینکوز
basapa,بساپا
stenmart,سٹینمارٹ
pansiger,پانسیگر
perserfrazaalim,پرسرفرازعالم
khwash,خواش
katarnia,کٹرنیا
plazioz,پلازیوز
samotheez,سموتھیز
hotakash,ہوتاکاش
andreforms,اینڈریفارمس
nagamni,ناگامنی
malveerik,ملویرک
dragraft,ڈراگرافٹ
manzorahi,منظورہی
chhachriki,چھاچھریکی
aadichi,آدیچی
sorawarawara,سوراوراورا
acresks,ایکریسکس
awazdoor,آوازدور
zaharfari,زہرفری
betancert,بیٹنسرٹ
kochinof,کوچینوف
kotjar,کوٹجار
shaitwat,شیطوت
promania,پرومانیا
arawar,اراور
calistine,کیلسٹین
iaanat,اعانت
neobia,نیوبیا
oksoz,اوکسوز
soko,سوکو
saeedan,سعیدان
koraft,کورفت
parlamah,پرلامہ
jagalpal,جگالپال
jaena,جینا
teletez,ٹیلیٹیز
karkaransi,کرکرنسی
sanseer,سنسیر
laureli,لوریلی
bikhartahwanazarnahi,بکھرتاہوانظرنہی
ghongs,گھونگس
chakarbaz,چکرباز
qabilap,قبیلپ
korjam,کورجم
bedgornance,بیڈگورنینس
audhampu,اودھمپو
coutions,کوشنز
lanzkom,لنزکوم
curies,کیوریز
maqsami,مقسمی
aksham,اکشم
songal,سونگل
chalari,چلاری
maimomnah,میمومنہ
hungot,ہنگوٹ
yajeeb,یجیب
aarthobik,آرتھوبک
zanjbari,زنجباری
mazatini,مزاتینی
chandrasmiat,چندرسمیت
apectates,ایپیکٹیٹس
benarbia,بیناربیا
thermochromatic,تھرموکرومیٹک
chakrari,چکراری
vaaris,وارث
ashiurpa,اشیورپا
bukak,بکاک
apnamansubah,اپنامنصوبہ
captioner,کیپشنر
ahoot,اہوت
saakai,سکائی
karletan,کرلیٹن
aaroos,آروس
mumbarkasi,ممبرکسی
banakarzamam,بناکرزمام
peripherals,پیریفیرلز
retracement,ریٹریسمنٹ
marmozas,مرموزس
bolaji,بولاجی
viraanyaan,ویرانیاں
pydwar,پیدوار
aurpardes,اورپردیس
mudaafatee,مدافعتی
technercofaki,ٹکنرکوفاکی
pankoreen,پنکورین
yaadsavi,یادسوی
bhadoni,بھدونی
kyajachkaho,کیاجاچکاہو
hindustanee,ہندستانی
refreshment,ریفریشمنٹ
shanodah,شنودہ
munkalib,منکلب
scripteura,اسکرپٹیورا
baularmukhalif,باولرمخالف
samandarpaya,سمندرپایا
yaksab,یکسب
pajtunkhwa,پجتونخوا
sahlalah,سہلالہ
matwatarki,متواترکی
barahgah,بارہگاہ
seasifing,سیسیفنگ
samjaram,سمجرم
unwaani,عنوانی
akhbarsarkuleshan,اخبارسرکولیشن
abdulbaha,عبدالبہا
kankashak,کنکشک
fatjari,فتجری
pandakmal,پنڈکمال
parhaladjab,پرہلادجب
transmiz,ٹرانسمیز
khakwani,خاکوانی
chatsworth,چیٹسورٹھ
anantaal,اننتال
razakarona,رضاکارونہ
arganzam,ارگنزم
leadrosho,لیڈروشو
natmastak,نتمستک
lalamgir,لالمگیر
paistay,پیستے
colvi,کولوی
sharekarp,شیرکارپ
laganiki,لگانیکی
gyatwanho,گیاتوانھو
recoronium,ریکورونیم
acbert,ایکبرٹ
molanamuhammadiyonas,مولانامحمدیونس
karojar,کروجر
shairosamaji,شاعروسماجی
shiglakof,شیگلاکوف
ashankatari,اشنکتری
khuashdaman,خواشدامن
chandragangaki,چندرگنگاکی
parkor,پارکور
sadqani,صادقانی
iqtasadili,اقتصادلی
beliza,بیلیزا
alazeen,العزین
khaibarpakhtnonkhwa,خیبرپختنونخوا
akhraari,اخراری
fungelmum,فنگیلمم
wahamal,وحمل
sarbamharkia,سربمہرکیا
nichodapan,نچوڑاپن
reuniverekard,ریونیوریکارڈ
aurkamzoriya,اورکمزوریا
aursarkhi,اورسرخی
aurdamdar,اوردمدار
dimtaras,دمترس
delalter,ڈیلیلٹر
bindia,بندیا
ralgan,رلگن
sulfanal,سلفنل
indold,انڈولڈ
karmastana,کرمستانہ
exectwangy,ایگزیکٹوانجی
pandeem,پنڈیم
bagdogda,باگڈوگڑا
funkara,فنکارہ
handwal,ہینڈوال
gorokfan,گوروکفن
tajweezparkhal,تجویزپرکھل
kashoor,کشور
pehlaabi,پہلابی
baiqasurkashmeeri,بیقصورکشمیری
yanjarz,ینجرز
vironika,ویرونیکا
wazior,وزیور
aurabadzamin,اورآبادزمین
anaesthezia,انیستھیزیا
authela,اوتھیلا
shandhi,شاندھی
tapsiya,تپسیہ
rampurhat,رامپورہاٹ
khurkashandah,خورکشاندہ
imtazajat,امتزاجات
aurdehriya,اوردہریہ
charot,چروٹ
nishtarkheerabadi,نشترخیرآبادی
shivaharhalq,شیوہرحلق
kaparcharkark,کاپرچارکرک
ajneer,اجنیر
nakapatnam,ناکاپٹنم
wamahnamah,وماہنامہ
conecticty,کنیکٹکٹی
safeera,سفیرا
alsaqafaty,الثقافتی
goyakhushi,گویاخوشی
prails,پریلز
nanosensar,نانوسینسر
mustaqlib,مستقلب
sunainhara,سنینہارا
ahfurah,احفورہ
glatios,گلیٹیوس
aurlawah,اورلاوہ
gharibeen,غریبین
chokidarbani,چوکیداربنی
testament,ٹیسٹامنٹ
andherii,اندھیری
gharchhodi,گھرچھوڑی
atwarkolgi,اتوارکولگی
nonsia,نونسیا
parchawi,پرچھاوی
salebli,سلیبلی
conread,کنریڈ
bagina,بگینا
ahalkarfreed,اہلکارفرید
nalkiyalgi,نلکیالگی
gulzarmadina,گلزارمدینہ
paifko,پیفکو
vilatha,ویلاتھا
najood,نجود
amidwarkaran,امیدوارکرن
baghikahla,باغیکہلا
afgandgi,افگندگی
jeebcha,جیبچہ
proganko,پروگنکو
calorine,کیلورین
electerblanket,الیکٹربلینکٹ
magarprogresomasalman,مگرپروگریسومسلمان
taujbirah,توجبیرہ
alnenvi,النینوی
anopolating,انوپولیٹنگ
khuaahi,خواہی
saadatmandi,سعادتمندی
apeema,اپیما
yalola,یلولا
satnaak,ستناک
doshad,دوشد
nombarkokhli,نومبرکوکھلی
genity,جینیٹی
piriya,پیریا
legdioco,لیگڈیوکو
kahamanasib,کہامناسب
yarimot,یاریموٹ
sprentendate,سپرنٹنڈیٹ
opnolia,اوپنولیا
tadibah,تادیبہ
yadigar,یادیگر
namyuma,نمیوما
bulyameen,بلیامین
amidaz,امیداز
doctorenzar,ڈاکٹرنزار
qharbuze,خربوزے
gagles,گیگلز
rekning,ریکننگ
hojualum,ہوجوعلوم
ghalaya,گھلایا
aporgo,اپورگو
bazka,بازکا
ghairmuamoli,غیرمعامولی
shirawali,شیراوالی
scupped,اسکپڈ
janbazawarshoq,جانبازاورشوق
inthologist,انتھالوجسٹ
dentasta,ڈینٹاسٹا
aakhazah,آخازہ
chaminda,چمیندا
ghariloparwazki,گھریلوپروازکی
lahoriyoni,لاہوریونی
hartson,ہارٹسن
khudkupahal,خودکوپہل
sonokhangrani,سونوکھنگرانی
devarajan,دیوراجن
waqamat,وقامت
martinikwi,مارٹینیکوی
ozeek,اوزیک
deksch,ڈیکسچ
leonariyari,لیونریاری
parlinamt,پارلینمٹ
aurajhkadchalan,اورجھکڑچلن
sanogharmi,سنوغرمی
anaqadah,انعقادہ
gomdiya,گومڑیا
videoap,ویڈیواپ
sexelba,سیکسیلبا
gulbarz,گلبرز
namaska,نمسکا
mangutari,منگوتری
naeemat,نعیمت
sodoor,سودور
jarkohali,جرکوہلی
yakimar,یکیمر
gataliks,گٹالکس
tutsi,ٹوٹسی
bawasib,بواسب
velvila,ویلویلا
lamprace,لیمپریس
aminat,امینت
karlindan,کرلندن
durbeen,دوربین
rupleen,روپلین
centredoctor,سینٹرڈاکٹر
blecord,بلیکورڈ
alsajadin,السجادین
kotamashabnan,کوتماشابنان
kathiwad,کاٹھیواڑ
kamikosas,کامیکوساس
aaghabaniyadi,آغابنیادی
asihawariya,ایشوریا
aravind,اروند
parbakhsho,پربخشو
laklabi,لکلبی
jackta,جیکٹا
gomateshwar,گومتیشور
rotba,رتبہ
qarash,قراش
jodfalterzlist,جوڈفالٹرزلسٹ
ketiyal,کیٹیال
crostraries,کروسٹریریز
cardigern,کارڈیگرن
kashmeermeen,کشمیرمین
kornah,کورنہ
bikherah,بکھیرہ
barqararth,برقرارتھ
floadz,فلوڈز
baglimava,بگلیموا
maryadi,مریادی
corteza,کورٹیزا
alambardarmariya,علمبردارماریہ
conditionging,کنڈیشنگنگ
mabudoon,معبودوں
akcharaf,اکچرف
kamaliyajis,کمالیاجس
malukiyath,ملوکیت
alwajodik,الوجودک
speechal,اسپیچل
agarbarbar,اگرباربر
aayamarkazi,آیامرکزی
complo,کمپلو
pasganwa,پسگنوا
komalia,کومالیہ
ramonas,رامونس
wonderful,ونڈرفل
joqarbani,جوقربانی
vekaf,ویکف
saptarnaak,سپترناک
wonans,ووننس
niyagan,نیاگان
musaddaqah,مصدقہ
chhalori,چھلوری
inteqaam,انتقام
sergentia,سرجنٹیا
fardiyajamaat,فردیاجماعت
pamalata,پامالاتا
parghairullah,پرغیراللہ
minakham,میناخم
ramshila,رامشیلہ
fasilaat,فصیلات
bakhashati,بخشتی
sormashkist,سورماشکست
baskatar,باسکٹر
yarinah,یرینہ
democenance,ڈیموسینینس
samajhnamishkal,سمجھنامشکل
karmanekshan,کرمنیکشن
akamik,اکامک
siminarbah,سیمیناربہ
mafrormalzamin,مفرورملزمین
snifling,سنیفلنگ
goldi,گولڈی
pukarte,پکارتے
kantenara,کنٹینرا
tawizaat,تعویذات
charalseer,چارلسیر
sahrqi,شرقی
subscristry,سبسکرسٹری
caderdmens,کیڈرڈمنس
alopar,الوپر
arskeen,آرسکین
bastarchhodat,بسترچھوڑت
wabadobara,وبادوبارا
sozajgar,سوزجگر
akmam,اکمام
alambard,علمبرد
yafraham,یفراہم
shahnilarat,شہنیلارت
almankarat,المنکرات
kelani,کیلانی
wamaghalitat,ومغالطات
aurmardar,اورمردار
miratosab,میراتوسب
shikagokonsal,شکاگوکونسل
bolarzkivi,بولرزکیوی
darulhukumatana,دارالحکومتانہ
karlimojudah,کرلیموجودہ
recordmangan,ریکارڈمانگن
herocrate,ہیروکریٹ
nqashi,نقاشی
shararkam,شرارکم
bazipar,بازیپر
musafirahi,مسافرہی
jegro,جیگرو
nazdsanskrit,نزدسنسکرت
parpakhtagi,پرپختگی
tukz,ٹکز
detective,ڈیٹیکٹیو
bychane,بچانے
consulction,کنسلکشن
osonena,اوسونینا
sandherak,سندھیرک
pagyathakah,پاگیاتھاکہ
tayarkarsk,تیارکرسک
esakyakamal,ایساکیاکمال
baishtarfling,بیشترفلنگ
akhtarmuslami,اخترمسلمی
edshan,ایڈشن
dextrose,ڈیکسٹروز
adog,ایڈوگ
kalunesh,کالونیش
gleelin,گلیلن
tafrasi,تفرسی
aqalmandiyat,عقلمندیت
rusanah,رسانہ
grassiso,گراسیسو
intervails,انٹرویلس
hargawah,ہرگواہ
bharpurokalat,بھرپوروکالت
femd,فیمڈ
fluornant,فلورنینٹ
aneswan,انیسواں
shahrib,شہریب
diyakha,دیاکھا
auchah,اوچہ
mukhtasramshairah,مختصرمشاعرہ
haparti,ہپارٹی
scholario,اسکالاریو
ganjanmangla,گنجانمنگلا
bulgarafi,بلگرافی
nafansiat,نفانسیت
mustaqarki,مستقرکی
japrio,جپریو
rozpatli,روزپتلی
emplemission,ایمپلیمشن
parshagufta,پرشگفتہ
drwezam,درویزم
methino,میتھینو
avasat,اواسط
harayajis,ہرایاجس
tehdibo,تہدیبو
parpori,پارپوری
crocable,کروکبل
tharando,تھارنڈو
barsaati,برساتی
soska,سوسکا
wenterseet,ونٹرسیٹ
khaarijiya,خارجیہ
alnaa,النا
recatity,ریکیٹیٹی
trenio,ٹرینیو
senitrios,سینیٹریوس
shahargargan,شہرگرگان
sahanlah,سہانلہ
aarorol,آرورول
narnish,نارنش
arimark,اریمارک
mehpanchayat,مہپنچایت
sadarjag,صدرجاگ
speezy,اسپیزی
comsomolskaya,کومسومولسکایا
abdulshikro,عبدالشکرو
talawi,تلاوی
rawalpandi,روالپنڈی
sokafro,سوکافرو
lagniyari,لگنیاری
jarek,جریک
babkak,ببکاک
ddezro,ڈیزرو
nagiurad,ناگیوراد
gogantanamo,گوگانتانامو
moharrekaat,محرکات
wujhad,وجہد
sikhveer,سکھویر
maqsadpa,مقصدپا
crollolobolin,کرولولوبولین
mansuraf,منصورف
swadik,سوادک
jhukayakah,جھکایاکہ
hecanolope,ہیکینولوپ
roswa,روسوا
soafcert,سوفسرٹ
wachilanjazmi,وچیلنجزمی
chararoni,چرارونی
leonal,لیونل
solarsaloshan,سولرسلوشن
andiorki,اینڈیورکی
lenford,لینفورڈ
gonzola,گونزولا
kandrawal,کندراول
broader,براڈر
redarshikan,ریڈارشکن
bateeni,بٹینی
waari,واری
sarjhil,سرجھیل
tajnuri,تاجنوری
shabibal,شبیبل
rashtro,راشٹرو
gabwa,گبوا
yadinwadi,یادینوادی
bogman,بوگمن
qabren,قبریں
farashar,فراشر
paisifek,پیسیفک
proxwan,پروکسوان
parmanti,پرمانتی
ishtehartat,اشتہارتات
monofilment,مانوفلمنٹ
dabap,دبپ
darulfateh,دارالفتح
seeha,سیہا
aurkharidar,اورخریدار
kojanahoga,کوجاناہوگا
qasmach,قسمچ
ghafirah,غفیرہ
mashhurnahi,مشہورنہی
qabalnipali,قبلنیپالی
walakhareen,والاخرین
khailkof,خیلکوف
khatahochak,خطاہوچک
shahed,شہید
aggregate,ایگریگیٹ
poliyoso,پولیوسو
nagmah,نغمہ
islaqi,اسلاقی
caritet,کیریٹیٹ
grandistata,گرینڈسٹیٹا
adviyaat,ادویات
parkaronak,پرکروناک
amnest,ایمنیسٹ
kojwani,کوجوانی
shahvaaney,شاہوانی
autocenata,آٹوسینیٹا
dolfer,ڈولفر
chemsex,کیمسیکس
nagamin,ناگامین
devist,ڈیوسٹ
stept,اسٹیپٹ
zahrario,زہراریو
sarla,سرلا
raparsamajhna,رپرسمجھنا
mozikar,موذکر
munium,میونیم
mahmudabad,محمودآباد
aritimatosus,ایریٹیمیٹوسس
numbardarsalim,نمبردارسلیم
aasthama,آستھما
councils,کونسلز
ramastry,راماسٹری
chiknor,چیکنور
hazardihat,ہزاردیہات
khatani,کھٹانی
lahorgiyah,لاہورگیاہ
asaktay,آسکتے
payajaska,پایاجاسکا
toshima,توشیما
wangor,ونگور
mahundaraa,مہندرا
shoharpeeri,شوہرپیری
sodgi,سودگی
cinscarca,سنسکارکا
replace,رپلیس
neodegate,نیوڈیگیٹ
yalshan,یلشن
munubhakir,منوبھاکر
oshanomezo,اوشانومیزو
damakna,دمکنا
noshadmumbar,نوشادممبر
bolikesi,بولیکیسی
hafram,ہفرم
meenarah,منارہ
talayapalam,تلایاپالم
yaqinatarjuman,یقیناترجمان
botstrait,بوٹسٹریٹ
plocem,پلوسم
baljabri,بالجبری
ramangaram,رامانگرم
forumby,فارمبی
alsafran,الصفران
behal,بہل
gulsheri,گلشیری
parkhof,پرخوف
guftagokarli,گفتگوکرلی
humaramahirah,ہماراماہرہ
tamza,تمزا
shahidkiyagaya,شہیدکیاگیا
tomandarjah,تومندرجہ
jogadia,جوگاڑیا
slates,سلیٹس
dhirbha,دھیربھا
jolothran,جولوتھرن
libartriya,لبارٹریا
ghatani,گھٹانی
tanasani,تناسانی
hidayatkarjan,ہدایتکارجان
amambarah,امامبارہ
dewarparchipak,دیوارپرچپک
renamor,رینمور
phylnay,پھیلنے
mushtaqin,مشتقین
angelino,انجیلینو
sharbani,شربانی
lodal,لوڈل
chlorofloor,کلوروفلور
vaidantam,ویدانتم
hudspace,ہڈسپیس
almushlab,المشلب
documents,ڈاکیومنٹس
pegment,پیگمنٹ
ponyali,پونیالی
iktefakral,اکتفاکرل
stitgart,سٹٹگارٹ
yataqa,یتقا
aksaretki,اکثریتکی
secremet,سیکرمیٹ
saghubati,صغوبتی
gayatokhamosh,گیاتوخاموش
arbayini,اربعینی
shawas,شواس
clerbla,کلربلا
pargardant,پرگردانت
insonamam,انسونامام
lahmyiaat,لحمیات
granbo,گرانبو
hacksha,ہیکشا
narender,نریندر
takhfif,تخفیف
amnulance,ایمنولینس
aurqarzah,اورقرضہ
ahdidaranko,عہدیدارانکو
bhaseel,بھسیل
seromand,سیرومنڈ
rewadhi,ریوڑھی
janbatarjuman,جانبترجمان
ralank,رلنک
bordwee,بورڈوی
hangereen,ہنگیرین
scranks,اسکرینکس
kotrankah,کوٹرنکہ
khudsand,خودسند
lilyonin,للیونین
atlakhi,اطلاقیہ
tarniti,ترنیتی
agardikha,اگردیکھا
cockrang,کاکرینگ
shachaal,شچال
dosrajnazah,دوسراجنازہ
parganeez,پرگنیز
bidaton,بدعتوں
dunina,دنینا
rawangika,روانگیکا
ladar,لاڈر
omarosa,اوماروسا
glifast,گلیفاسٹ
mazdosaro,مزدوسرو
chutnee,چٹنی
aurang,اورنگ
riwah,رواہ
kawatropani,کواٹروپانی
darulfilah,دارالفلاح
banokat,بنوکت
domartan,ڈومارٹن
watabu,وتبو
mafeedsabzi,مفیدسبزی
altakri,التکری
jarchan,جارچن
shanchansky,شانچنسکی
jaludeham,جلودہم
yagma,یگما
ibrahimovic,ابراہیمویک
bordkira,بورڈکیرا
alsardaab,السرداب
chalis,چالیس
tarmazee,ترمذی
alsadiqia,الصدیقیہ
masuki,مسوکی
nambarparpakistan,نمبرپرپاکستان
molid,مولد
qaradadba,قرادادبہ
nakram,نکرم
mediyakadakhla,میڈیاکاداخلہ
jareshwarsh,جاریشورش
yapika,یپیکا
hartan,ہرتن
hasso,حسو
musawrah,مصورہ
sarwaranahi,سرورانہی
consferg,کونسفرگ
hotanazar,ہوتانظر
commarder,کمارڈر
vancero,وینسرو
waranahi,ورانہی
giraftarpakistani,گرفتارپاکستانی
blasiasi,بلاسیاسی
koharmazhab,کوہرمذہب
herozkoyad,ہیروزکویاد
