aajolik,আজলিক
ghonisthoi,ঘনিষ্ঠই
emailor,ইমেইলৰ
diporbilot,দিপৰবিলত
mulaayamar,মুলায়মৰ
basaror,বাছাৰৰ
mohodbikargrosto,মহদবিকাৰগ্রস্ত
tukuraburot,টুকুৰাবোৰত
lutiuwar,লুটিওৱাৰ
paint,পেইণ্ট
monjitai,মঞ্জিতাই
bhurere,ভুৰেৰে
monostotwo,মনস্তত্ব
doirghor,দৈর্ঘৰ
emore,এমৰে
sahgochbur,চাহগছবোৰ
aayoton,আয়তন
itipurbore,ইতিপূৰ্বৰে
ekhoniu,এখনিও
boboder,ববদেৰ
motobirudhor,মতবিৰোধৰ
dhormendro,ধৰ্মেন্দ্ৰ
jontrot,যন্ত্ৰত
karzopronali,কাৰ্যপ্ৰণালী
orthobyowosthak,অৰ্থব্যৱস্থাক
uddeshyepronudit,উদ্দেশ্যেপ্রণোদিত
prokritite,প্ৰকৃতিতে
sokrantomulokbhawe,চক্রান্তমূলকভাৱে
buddhinath,বুদ্ধিনাথ
aaniseu,আনিছেও
majmojiyate,মাজমজিয়াতে
uttamchand,উত্তমচান্দ
xongitomoy,সংগীতময়
bibahtholit,বিবাহথলীত
gunai,গুণাই
companyk,কোম্পানীক
hemjyoti,হেমজ্যোতি
silapotharok,চিলাপথাৰক
butyplas,বিউটিপ্লাছ
buswo,বুশ্ব
rupsand,ৰূপচান্দ
bimolapurot,বিমলাপুৰত
delawer,ডেলাৱেৰ
dhingot,ধিঙত
makohote,মাকহঁতে
hustolkhonot,হোষ্টলখনত
byopok,ব্যপক
sahabe,চাহাবে
sfurtihe,স্ফূর্তিহে
nouji,নৌজী
grihojudhot,গৃহযুদ্ধত
stationoloi,ষ্টেশ্যনলৈ
bidhonaxobhar,বিধনাসভাৰ
mujiboror,মুজিবৰৰ
ghaipothture,ঘাইপথটোৰে
nokorilehetenhlo,নকৰিলেহেঁতেনহ্ল
hospitelkhon,হস্পিটেলখন
gudhon,গোধন
obhibaxon,অভিবাসন
forforai,ফৰফৰাই
onuxondhanu,অনুসন্ধানো
xomindro,সমীন্দ্ৰ
xokolore,সকলৰে
surangsuwaiu,চোৰাংচোৱাইও
micronor,মাইক্ৰনৰ
kuxumtulai,কুসুমটোলাই
bojorongor,বজৰঙৰ
notunbhabe,নতুনভাবে
swajatyaviman,স্বাজাত্যাভিমান
sabek,চাবেক
horidhwoni,হৰিধ্বনি
conferencingjuge,কনফাৰেন্সিংযোগে
biyat,বিয়াত
sourei,চৌৰেই
xadhubador,সাধুবাদৰ
prokriyare,প্রক্রিয়াৰে
mercedez,মাৰ্চিডিজ
kaitik,কাইটিক
premnathor,প্ৰেমনাথৰ
majbator,মাজবাটৰ
sagolijhar,ছাগলিঝাৰ
ketera,কেটেৰা
anibi,আনিবি
borxopurtit,বর্ষপূর্তিত
khujutei,খুজোঁতেই
borompur,বৰমপুৰ
nirbasonburot,নির্বাচনবোৰত
punornowa,পুনৰ্নৱা
loghu,লঘু
mukharjike,মুখাৰ্জীকে
karzonirbak,কাৰ্যনিৰ্বাক
fred,ফ্ৰেড
celebrityxokolok,চেলিব্রিটিসকলক
warai,ৱাৰাই
umolar,ওমলাৰ
xobdoraji,শব্দৰাজি
soudhurihotor,চৌধুৰীহঁতৰ
mujtoba,মুজতবা
boisnobxokole,বৈষ্ণৱসকলে
numkon,নোমকণ
soritroihe,চৰিত্রইহে
agyar,আজ্ঞাৰ
sringkholare,শৃংখলাৰে
xongothondutai,সংগঠনদুটাই
tobok,তবক
eisam,এইচাম
nongmbor,নংম্বৰ
sujene,চুজেনে
hironmoni,হিৰণমনি
jugorepora,যুগৰেপৰা
mosala,মছালা
ajanur,আজানুৰ
senaihote,চেনাইহঁতে
lilen,লিলেন
lekhokhe,লেখকহে
dibrugorhbaxi,ডিব্ৰুগড়বাসী
asifa,আছিফা
guteikeitai,গোটেইকেইটাই
jorimonau,জৰিমনাও
projonmotu,প্রজন্মটো
xontroxabadi,সন্ত্ৰসাবাদী
pargotali,পাৰ্গতালি
khojuwar,খজুৱাৰ
bhogowanot,ভগৱানত
igstr,আইজিএছটিৰ
hemolotai,হেমলতাই
aalful,আলফুল
orunasolituwe,অৰুণাচলীটোৱে
dokaitkeitar,ডকাইতকেইটাৰ
horxobordhonor,হৰ্ষবৰ্ধনৰ
aamiror,আমিৰৰ
vekuliye,ভেকুলীয়ে
misyonerixokolor,মিশ্যনেৰীসকলৰ
bisarpithe,বিচাৰপিঠে
infrastrak,ইনফ্রাষ্ট্রাক
gitidhormi,গীতিধৰ্মী
xongkorone,শংকৰণে
asiruddin,আছিৰুদ্দিন
raiting,ৰাইটিং
dolagaonr,দলাগাঁৱৰ
aadigurur,আদিগুৰুৰ
poxudhonxomuh,পশুধনসমূহ
atmoxomorponu,আত্মসমৰ্পনো
morehi,মৰেহি
probondhoxomuh,প্রবন্ধসমূহ
xongbadikgorakir,সংবাদিকগৰাকীৰ
suridaror,চুৰিদাৰৰ
musolmani,মুছলমানী
tothyobhittik,তথ্যভিত্তিক
nogabondhat,নগাবন্ধাত
cpmot,চিপিএমত
purnee,পূৰ্ণী
xumonto,সুমন্ত
ingtike,ইংতিকে
bhismoporbo,ভীষ্মপৰ্ব
obijug,অবিযোগ
udahoronhe,উদাহৰণহে
bhuyaxokolhe,ভূঞাসকলহে
xoptahtu,সপ্তাহটো
opidir,অপিডিৰ
interpolor,ইন্টাৰপোলৰ
doltuke,দলটোকে
bosorotkoiu,বছৰতকৈও
brojdhamor,ব্রজধামৰ
opatkalin,অপাতকালীন
udyugikorone,উদ্যোগীকৰণে
khonduwa,খন্দোৱা
denebo,ডেনেব
passwordtu,পাছৱৰ্ডটো
xongiteu,সংগীতেও
bangladexoke,বাংলাদেশকে
robhatholit,ৰভাথলীত
sengmila,চেংমিলা
tigertu,টাইগাৰটো
poriharok,পৰিহাৰক
deepchand,দীপচান্দ
kutaghatkarir,কূটাঘাতকাৰীৰ
fenbur,ফেনবোৰ
hinduhsthan,হিন্দুঃস্থান
bondhokit,বন্ধকীত
midfielder,মিডফিল্ডাৰ
externel,এক্সটাৰনেল
mohatherojonar,মহাথেৰজনাৰ
helikoptarxomuh,হেলিকপ্তাৰসমূহ
poromporatur,পৰম্পৰাটোৰ
kuntolhotor,কুন্তলহঁতৰ
aadolotor,আদলতৰ
jyotixigorakir,জ্যোতিষীগৰাকীৰ
katok,কাটক
baghmora,বাঘমৰা
uruxondhi,উৰুসন্ধি
kurtare,কুৰ্তাৰে
xodosyoloi,সদস্যলৈ
pitrigriho,পিতৃগৃহ
simente,চিমেন্টে
gurubhoktir,গুৰুভক্তিৰ
februaryk,ফেব্ৰুৱাৰীক
luthare,লুথাৰে
masore,মাছৰে
morangor,মৰাঙৰ
karukarjore,কাৰুকার্যৰে
ghantajuri,ঘণ্টাজুৰি
nirmmol,নিৰ্ম্মল
escop,এস্কপ
nosuwabo,নচোৱাব
bridhaxokolok,বৃদ্ধাসকলক
xuniboi,শুনিবই
kormojibonok,কৰ্মজীৱনক
gerejoloi,গেৰেজলৈ
tiniloi,তিনিলৈ
xobhakokhyor,সভাকক্ষৰ
siroxotyo,চিৰসত্য
hahiboloihe,হাঁহিবলৈহে
xenapotik,সেনাপতিক
gargok,গার্গক
biplowixokol,বিপ্লৱীসকল
muldhoni,মূলধনী
mumurxo,মুমূৰ্ষ
elin,এলিন
natinghamot,নাটিংহামত
kahanite,কাহানিতে
kormorotxokol,কর্মৰতসকল
maleka,মালেকা
proityakromonere,প্ৰত্যাক্ৰমণেৰে
gitgubindo,গীতগোবিন্দ
monchotei,মঞ্চতেই
sariujonore,চাৰিওজনৰে
obhat,অভাত
rajyobaxire,ৰাজ্যবাসীৰে
bukajonor,বোকাজনৰ
dekapamsthito,ডেকাপামস্থিত
gronthokhonere,গ্ৰন্থখনেৰে
bohirajyot,বহিৰাজ্যত
sinei,চিনেই
xomuhotei,সমূহতেই
bhuktobhugixokolok,ভুক্তভোগীসকলক
longri,লংৰি
linetuye,লাইনটোৱে
vetaguri,ভেটাগুৰি
kolape,কলাপে
korbete,কৰবেটে
laterheadot,লেটাৰহেডত
porothe,পৰতহে
barmulla,বাৰমুল্লা
milaror,মিলাৰৰ
sakoror,চাকৰৰ
bohuporimane,বহুপৰিমাণে
mohkumate,মহকুমাতে
aigorakiloi,আইগৰাকীলৈ
lutar,লুটাৰ
daxotwor,দাসত্বৰ
kormogutor,কৰ্মগোটৰ
ranik,ৰাণীক
jeebonanondor,জীৱনানন্দৰ
burote,বোৰতে
sridhoror,শ্রীধৰৰ
xapekhatit,সাপেখাতিত
drdar,ডিআৰডিএৰ
xopottu,শপতটো
aagoloikeu,আগলৈকেও
bhondoguru,ভণ্ডগুৰু
agrimentkhonot,এগ্রিমেণ্টখনত
dexibidh,দেশীবিধ
hilabo,হিলাব
oporag,অপৰাগ
varkala,ভাৰকালা
labhjukto,লাভযুক্ত
gundhotuu,গোন্ধটোও
kastome,কাষ্টমে
xafolyor,সাফল্যৰ
bhute,ভোটে
juwokeu,যুৱকেও
xiburor,সিবোৰৰ
keisamthong,কেইচামথং
buruke,বুৰুকে
momi,মমি
khogeswori,খগেশ্বৰী
xormake,শর্মাকে
boholabo,বহলাব
xikhyadane,শিক্ষাদানে
tipate,টিপাতে
jaminjukto,জামিনযুক্ত
xongbidhanot,সংবিধানত
jukmari,জোকমাৰী
ghurnibotahot,ঘূৰ্ণীবতাহত
paduri,পাদুৰী
dhukuwa,ঢুকোৱা
obogotou,অৱগতও
kilim,কিলিম
spoof,স্পুফ
nijore,নিজৰে
apatani,আপাতানি
rekna,ৰেকনা
duiparor,দুইপাৰৰ
murtitu,মূর্তিটো
tatimarar,তাতিমাৰাৰ
debbormar,দেববৰ্মাৰ
aagjanonihe,আগজাননীহে
rotnakoroloi,ৰত্নাকৰলৈ
xompurnokoi,সম্পূর্ণকৈ
oitihyoxomponno,ঐতিহ্যসম্পন্ন
dibangoxokolok,দিবাংগসকলক
spenok,স্পেনক
ouponyaxikjonor,ঔপন্যাসিকজনৰ
xuddhomoti,শুদ্ধমতি
satrojon,ছাত্ৰজন
hungkare,হুংকাৰে
usnotare,উষ্ণতাৰে
tenzin,টেনজিং
bharotit,ভাৰতীত
manile,মানিলে
douraise,দৌৰাইছে
jenebhar,জেনেভাৰ
prarthitwokoloi,প্ৰাৰ্থিত্বকলৈ
pordexot,পৰদেশত
ekutat,একোটাত
rian,ৰিয়ান
xenadhyokhyojonok,সেনাধ্যক্ষজনক
prodexkhonor,প্ৰদেশখনৰ
birudhitamulok,বিৰোধিতামূলক
sthaponu,স্থাপনো
bisarokmondoli,বিচাৰকমণ্ডলী
uddhasto,উদ্ধাস্ত
orjjon,অৰ্জ্জন
xonsitar,সঞ্চিতাৰ
sohorburor,চহৰবোৰৰ
dukhuti,দুখুটি
oworudhe,অৱৰোধে
ligkhonot,লীগখনত
gunkhinir,গুণখিনিৰ
arjobhaxa,আর্যভাষা
opoprosarot,অপপ্ৰচাৰত
xomostiburor,সমষ্টিবোৰৰ
boxotire,বসতিৰে
doulmondiroloi,দৌলমন্দিৰলৈ
xontuxok,সন্তোষক
lightore,লাইটৰে
fulokbiru,ফুলকবিৰো
byoktiloike,ব্যক্তিলৈকে
matroke,মাত্ৰকে
bhumandal,ভূমণ্ডল
antohgathonihin,আন্তঃগাঁথনিহীন
biswobyopi,বিশ্বব্যপী
rehaikoron,ৰেহাইকৰণ
bisisonnota,বিচিছন্নতা
bhotijakxokole,ভতিজাকসকলে
pitrimatrir,পিতৃমাতৃৰ
ramaswamir,ৰামাস্বামীৰ
solihaloi,চলিহালৈ
jinisil,জিনিছিল
durodorxi,দূৰদৰ্শী
bhaxatotwor,ভাষাতত্ত্বৰ
probhurame,প্রভুৰামে
rockstarsor,ৰকষ্টাৰ্ছৰ
bisarjyor,বিচার্যৰ
nokhondakoi,নখন্দাকৈ
eibarhe,এইবাৰহে
parekhor,পাৰেখৰ
durbhagyokrome,দূৰ্ভাগ্যক্ৰমে
flapsor,ফ্লেপছৰ
kespersky,কেছপার্স্কি
erokhe,এৰকহে
pisporiu,পিছপৰিও
nrityanustha,নৃত্যানুষ্ঠা
uktodinor,উক্তদিনৰ
xomodolkarik,সমদলকাৰীক
keibakilumitar,কেইবাকিলোমিটাৰ
fonikhon,ফণীখন
bohibologa,বহিবলগা
mithapotti,মিঠাপট্টি
bidyarthixokolok,বিদ্যার্থীসকলক
egrikalshyarel,এগ্ৰিকালশ্যাৰেল
barirpora,বাৰীৰপৰা
podmopuranot,পদ্মপুৰাণত
jubonetar,যুৱনেতাৰ
aatongkojonokbhawe,আতংকজনকভাৱে
bonancholotei,বনাঞ্চলতেই
poritran,পৰিত্ৰান
batabarir,বাটাবাৰীৰ
prokaxore,প্ৰকাশৰে
sekendar,ছেকেণ্ডাৰ
kenibel,কেনিবেল
nojonuwaxokolor,নজনোৱাসকলৰ
xupritor,সুপ্রীতৰ
jaborok,জাবৰক
dhomuhai,ধমুহাই
bidhore,বিধৰে
eikhyotrot,এইক্ষত্ৰত
mojirul,মজিৰুল
simpchonor,ছিম্পছনৰ
rammadhowor,ৰামমাধৱৰ
lukumoni,লুকুমনি
niuworkot,নিউৱৰ্কত
embuswot,এম্বুশ্বত
opargotai,অপাৰগতাই
aagbhari,আগভাৰী
mick,মাইক
jiwonorei,জীৱনৰেই
swopnobibhur,স্বপ্নবিভোৰ
kasarighatot,কাছাৰীঘাটত
maaror,মাৰৰ
sthogitadex,স্থগিতাদেশ
academykhon,একাডেমিখন
rajgarsthito,ৰাজগড়স্থিত
bileu,বিলেও
dorongapar,দৰঙাপাৰ
ramfolbilor,ৰামফলবিলৰ
alfak,আলফাক
xontraxbaditkoiu,সন্ত্রাসবাদীতকৈও
inningstu,ইনিংছটো
filp,ফিল্প
luharkatha,লোহাৰকাঠা
prodahjukto,প্ৰদাহযুক্ত
medinipuror,মেদিনীপুৰৰ
bhikohut,ভিকহুত
judwobiroti,যুদ্ববিৰতি
egaraki,এগাৰাকী
xotobarxiki,শতবার্ষিকী
bihutolir,বিহুতলীৰ
aangkel,আংকেল
opriti,অপ্ৰীতি
kempok,কেম্পক
telahir,তেলাহীৰ
nomborkeita,নম্বৰকেইটা
projahitoixi,প্ৰজাহিতৈষী
punorxongsthapon,পুনৰ্সংস্থাপন
puthigoto,পুথিগত
swabhabikotar,স্বাভাৱিকতাৰ
headlinebur,হেডলাইনবোৰ
turbinafin,টাৰ্বিনাফিন
poribotorno,পৰিৱতৰ্ন
podokxomuh,পদকসমূহ
dilegoi,দিলেগৈ
onuprowexkariku,অনুপ্রৱেশকাৰীকো
xodorthok,সদৰ্থক
rangkhole,ৰাংখলে
kochuwa,কচুৱা
ajuge,আযোগে
xitarupi,সীতাৰূপী
toront,টৰণ্ট
nomoxutro,নমসূত্ৰ
karisera,কাৰিচেৰা
borborak,বৰবৰাক
sunrisers,চানৰাইজাৰ্ছ
